ID (ignore_column),Source,Reference,Translation,Error1_Type,Error1_Severity,Error2_Type,Error2_Severity,Error3_Type,Error3_Severity,Error4_Type,Error4_Severity,Error5_Type,Error5_Severity,Computed_scores,Human_scores,Full_scores,model
0.0007898144058,"As soon as you get out of the current, swimming back is no more difficult than normally.","நீரோட்டத்திலிருந்து வெளியே வந்தவுடன், மீண்டும் நீந்துவது சாதாரணமானதைக் காட்டிலும் அவ்வளவு கடினமானது அல்ல.","நீங்கள் நீரோட்டத்திலிருந்து வெளியேறியவுடன், மீண்டும்நீந்துவது சாதாரணமாகஇருந்ததை விட கடினமாக இல்லை.",Accuracy_Mistranslation,High,Terminology_Inappropriate,High,Style_Awkward,High,Default,Default,Default,Default,13,13,13,bing_api
0.0008101815565,"Some roads have been damaged, railway service interrupted in the affected areas, and the Noto Airport in Ishikawa prefecture remains closed.","சில சாலைகள் பழுதடைந்துள்ளன, பாதிக்கப்பட்ட இடங்களில் ரயில்சேவை நிறுத்தப்பட்டுள்ளது, மேலும் ஈஸிகாவில் உள்ள நோட்டோ விமான நிலையத்தின் எல்லை மூடப்பட்டுள்ளது.","சில சாலைகள் சேதமடைந்துள்ளன, பாதிக்கப்பட்ட பகுதிகளில் ரயில் சேவை தடைபட்டுள்ளது, மற்றும் இஷிகாவா மாகாணத்தில் நோட்டோ விமான நிலையம் மூடப்பட்டுள்ளது.",Accuracy_Omission,Very Low,Default,Default,Default,Default,Default,Default,Default,Default,24.5,24,24.5,google_api
0.0008393800641,This too can be borrowed from the stock at the entrance but that clothing isn't washed after every user so you may not feel comfortable wearing these skirts. One size fits all for men!,"இதனையும் இருப்பில் உள்ள சரக்குகளில் இருந்து நுழைவாயிலில் பெற்றுக் கொள்ளலாம், ஆனால் இந்த ஆடை ஒவ்வொரு உபயோகத்திற்குப் பின்னரும் சலவை செய்யப்படுவதில்லை, எனவே இதனை அணிதல் உங்களுக்கு வசதியாக இருக்காது. ஒரே அளவு ஆண்கள் அனைவருக்கும் பொருந்தும்!","இதுவும் நுழைவாயிலில் உள்ள பங்குகளிலிருந்து கடன் வாங்கப்படலாம், ஆனால் அந்த ஆடை ஒவ்வொரு பயனருக்கும் பிறகு கழுவப்படுவதில்லை, எனவே இந்த பாவாடைகளை அணிந்துகொள்வது உங்களுக்கு சுகமாகஇருக்காது. ஒரு அளவு , ஆண்கள் அனைவருக்கும் பொருந்துகிறது!",Accuracy_Mistranslation,Very High,Terminology_Inappropriate,Medium,Terminology_Inappropriate,Medium,Terminology_Inappropriate,Very High,Terminology_Inappropriate,High,7,5,7,google_api
0.001426638568,"The qualities that determine a subculture as distinct may be linguistic, aesthetic, religious, political, sexual, geographical, or a combination of factors.","துணைக் கலாச்சாரத்தை நிர்ணயிக்கும் இயல்புகள் மொழி, தோற்றம், மதம் , அரசியல், பாலினம், புவியமைப்பு அல்லது பல கூற்றிகளின் கலவைகளால் தனிப்படுத்தப் படுபவை.","ஒரு துணை கலாச்சாரத்தைதனித்துவமாக நிர்ணயிக்கும்குணங்கள்மொழியியல், அழகியல், மத, அரசியல், பாலியல், புவியியல் அல்லது காரணிகளின்கலவையாக இருக்கலாம்.",Fluency_Grammar,Low,Fluency_Grammar,Medium,Other,Medium,Terminology_Inappropriate,Low,Fluency_Grammar,Medium,17,14,17,google_api
0.001502406703,"It's expected that most event tickets will cost between ¥2,500 and ¥130,000, with typical tickets costing around ¥7,000.","நிகழ்வுகளின் பெரும்பாலான டிக்கெட்டுகளின் விலை 2,500 யென் முதல், 130,000 யென் வரை செலவாகும் என்று எதிர்பார்க்கப்படுகிறது, வழக்கமான டிக்கெட்டுகளின் விலை சுமார், 7,000 யென் ஆகும்.","பெரும்பாலான நிகழ்வுடிக்கெட்டுகள்¥2,500 முதல் ¥130,000 வரை செலவாகும் என்று எதிர்பார்க்கப்படுகிறது, வழக்கமான டிக்கெட்டுகள்சுமார் ¥7,000 செலவாகும்.",Terminology_Inappropriate,Medium,Fluency_Grammar,Medium,Fluency_Grammar,Medium,Default,Default,Default,Default,19,16,19,bing_api
0.001522093688,"Professor Pamela Ferguson of the University of Dundee notes ""journalists do seem to be walking a dangerous line if publishing photos etc of suspects.""","டண்டி பல்கலைக் கழகத்தின் பேராசிரியர் பமீலா ஃபெர்கூஸன், ""பத்திரிகையாளர்கள் சந்தேகிக்கப்படுபவர்களின் புகைப்படத்தை வெளியிடுவதால், ஆபத்தான பாதையில் நடப்பதாக கூறினார்.""","டுண்டிபல்கலைக்கழகத்தின் பேராசிரியர் பமீலா பெர்குசன்குறிப்பிடுகிறார்""சந்தேகநபர்களின்புகைப்படங்கள் போன்றவற்றை வெளியிட்டால் பத்திரிகையாளர்கள் ஆபத்தான வழியில் நடப்பதாகத் தெரிகிறது.""",Fluency_Spelling,Low,Fluency_Spelling,Low,Fluency_Grammar,High,Terminology_Inappropriate,High,Style_Awkward,Medium,13,10,13,bing_api
0.001602586895,"Around the old Medina it's easy to find places selling traditional Moroccan goods, such as tagines, pottery, leather goods, hookahs, and a whole spectrum of geegaws, but it's all for the tourists.","பழைய மதீனாவைச் சுற்றி, பாரம்பரிய மொராக்கோ பொருட்களான டேகின்கள், மண்பாண்டங்கள், தோல் பொருட்கள், ஹூக்காக்கள் மற்றும் கீகாக்களின் ஸ்பெக்ட்ரம் போன்ற பொருட்களை விற்கும் இடங்களைக் கண்டுபிடிப்பது எளிமையானது, ஆனால் இது சுற்றுலாப் பயணிகளுக்கு மட்டுமே.","பழைய மெடினாவைச் சுற்றி, பாரம்பரிய மொரோக்கின் பொருள்களைவிற்பதற்கான இடங்களை காண்பது எளிதானது. இவை அனைத்தும் சுற்றுலா பயணிகளுக்குதான்.",Fluency_Grammar,Medium,Accuracy_Omission,Very High,Fluency_Spelling,Very Low,Default,Default,Default,Default,17.5,16,17.5,cvit_iiith
0.002653207001,Sharing a field trip virtually is also a great way to reflect a on a trip and share experiences with future classes.,களத்திற்கு செல்லும் சிறு பிரயாணத்தை காட்சி முறையில் பகிர்ந்து கொள்வது பயணத்தை சிறந்த முறையில் பிரதிபலிக்கும் வழியாகும் மற்றும் வருங்கால வகுப்புக்களுடன் அனுபவத்தைப் பகிர்ந்து கொள்வதுமாகும்.,"களப் பயணத்தை மெய்நிகர் முறையில் பகிர்ந்து கொள்வது, பயணத்தை மேற்கொள்வது,எதிர்கால வர்க்கங்களுடன் அனுபவங்களை பகிர்ந்து கொள்வது ஆகியவற்றைப் பிரதிபலிப்பதற்கான ஒரு சிறந்த வழியாகும்.",Accuracy_Mistranslation,Very High,Accuracy_Mistranslation,Very High,Accuracy_Mistranslation,Very High,Accuracy_Omission,Medium,Default,Default,8,1,8,cvit_iiith
0.002786130231,"In addition, be aware that odors attract bears and other wildlife, so avoid carrying or cooking odorous foods and keep a clean camp.","கூடுதலாக, வாசனைகள் கரடிகள் மற்றும் பிற வனவிலங்குகளை ஈர்க்கின்றன என்பதை அறிந்து கொள்ளுங்கள், எனவே வாசனை நிறைந்த உணவுகளை எடுத்துச் செல்வதையோ அல்லது சமைப்பதையோ தவிர்த்து, முகாமை சுத்தமாக வைத்திருங்கள்.","மேலும், எருமைகள்மற்றும் பிற வனவிலங்குகளை ஈர்ப்பதை அறிந்து கொள்ளுங்கள். எனவே, அசுத்தமானஉணவுகளை எடுத்துச் செல்வதைத் தவிர்த்து, தூய்மையான முகாம் வைத்திருக்க வேண்டும்.",Accuracy_Mistranslation,Very High,Accuracy_Omission,Very High,Accuracy_Mistranslation,Very High,Accuracy_Omission,Medium,Fluency_Grammar,Low,7,5,7,cvit_iiith
0.003048976065,It was one of the major stops during Henry Louis Gates' PBS special Wonders of the African World.,"ஆப்பிரிக்க உலகின் சிறப்பு அதிசயங்களில், ஹென்றி லூயிஸ் கேட்ஸின் PBS-இன் போதான பிரதான நிறுத்தங்களில் இதுவும் ஒன்றாகும்.",ஹென்றி லூயிஸ் கேட்ஸின் ஆப்பிரிக்க உலகின் பிபிஎஸ் சிறப்பு அதிசயங்களின் போது இது ஒரு முக்கிய நிறுத்தமாக இருந்தது.,Fluency_Spelling,Low,Fluency_Grammar,Very High,Fluency_Grammar,High,Default,Default,Default,Default,15,11,15,google_api
